,center,left,right,steering,speed,throttle,break
49,/content/IMG/center_2021_05_15_04_32_13_100.jpg,/content/IMG/left_2021_05_15_04_32_13_100.jpg,/content/IMG/right_2021_05_15_04_32_13_100.jpg,0.0,1,0,30.19032
50,/content/IMG/center_2021_05_15_04_32_13_178.jpg,/content/IMG/left_2021_05_15_04_32_13_178.jpg,/content/IMG/right_2021_05_15_04_32_13_178.jpg,0.0,1,0,30.1903
51,/content/IMG/center_2021_05_15_04_32_13_246.jpg,/content/IMG/left_2021_05_15_04_32_13_246.jpg,/content/IMG/right_2021_05_15_04_32_13_246.jpg,0.0,1,0,30.18984
52,/content/IMG/center_2021_05_15_04_32_13_313.jpg,/content/IMG/left_2021_05_15_04_32_13_313.jpg,/content/IMG/right_2021_05_15_04_32_13_313.jpg,0.0,1,0,30.19034
53,/content/IMG/center_2021_05_15_04_32_13_383.jpg,/content/IMG/left_2021_05_15_04_32_13_383.jpg,/content/IMG/right_2021_05_15_04_32_13_383.jpg,0.0,1,0,30.19032
54,/content/IMG/center_2021_05_15_04_32_13_454.jpg,/content/IMG/left_2021_05_15_04_32_13_454.jpg,/content/IMG/right_2021_05_15_04_32_13_454.jpg,-0.05,1,0,30.18915
55,/content/IMG/center_2021_05_15_04_32_13_532.jpg,/content/IMG/left_2021_05_15_04_32_13_532.jpg,/content/IMG/right_2021_05_15_04_32_13_532.jpg,-0.25,1,0,30.17473
56,/content/IMG/center_2021_05_15_04_32_13_609.jpg,/content/IMG/left_2021_05_15_04_32_13_609.jpg,/content/IMG/right_2021_05_15_04_32_13_609.jpg,0.0,1,0,30.19019
57,/content/IMG/center_2021_05_15_04_32_13_687.jpg,/content/IMG/left_2021_05_15_04_32_13_687.jpg,/content/IMG/right_2021_05_15_04_32_13_687.jpg,0.0,1,0,30.19025
58,/content/IMG/center_2021_05_15_04_32_13_764.jpg,/content/IMG/left_2021_05_15_04_32_13_764.jpg,/content/IMG/right_2021_05_15_04_32_13_764.jpg,-0.05,1,0,30.1899
59,/content/IMG/center_2021_05_15_04_32_13_841.jpg,/content/IMG/left_2021_05_15_04_32_13_841.jpg,/content/IMG/right_2021_05_15_04_32_13_841.jpg,-0.25,1,0,30.17563
60,/content/IMG/center_2021_05_15_04_32_13_913.jpg,/content/IMG/left_2021_05_15_04_32_13_913.jpg,/content/IMG/right_2021_05_15_04_32_13_913.jpg,-0.4,1,0,30.15823
61,/content/IMG/center_2021_05_15_04_32_13_988.jpg,/content/IMG/left_2021_05_15_04_32_13_988.jpg,/content/IMG/right_2021_05_15_04_32_13_988.jpg,0.0,1,0,30.18864
62,/content/IMG/center_2021_05_15_04_32_14_065.jpg,/content/IMG/left_2021_05_15_04_32_14_065.jpg,/content/IMG/right_2021_05_15_04_32_14_065.jpg,0.0,1,0,30.19001
63,/content/IMG/center_2021_05_15_04_32_14_144.jpg,/content/IMG/left_2021_05_15_04_32_14_144.jpg,/content/IMG/right_2021_05_15_04_32_14_144.jpg,0.0,1,0,30.19027
64,/content/IMG/center_2021_05_15_04_32_14_221.jpg,/content/IMG/left_2021_05_15_04_32_14_221.jpg,/content/IMG/right_2021_05_15_04_32_14_221.jpg,0.0,1,0,30.19039
65,/content/IMG/center_2021_05_15_04_32_14_287.jpg,/content/IMG/left_2021_05_15_04_32_14_287.jpg,/content/IMG/right_2021_05_15_04_32_14_287.jpg,0.0,1,0,30.19034
66,/content/IMG/center_2021_05_15_04_32_14_355.jpg,/content/IMG/left_2021_05_15_04_32_14_355.jpg,/content/IMG/right_2021_05_15_04_32_14_355.jpg,-0.15,1,0,30.1846
67,/content/IMG/center_2021_05_15_04_32_14_427.jpg,/content/IMG/left_2021_05_15_04_32_14_427.jpg,/content/IMG/right_2021_05_15_04_32_14_427.jpg,-0.35,1,0,30.16382
68,/content/IMG/center_2021_05_15_04_32_14_505.jpg,/content/IMG/left_2021_05_15_04_32_14_505.jpg,/content/IMG/right_2021_05_15_04_32_14_505.jpg,0.0,1,0,30.1876
69,/content/IMG/center_2021_05_15_04_32_14_572.jpg,/content/IMG/left_2021_05_15_04_32_14_572.jpg,/content/IMG/right_2021_05_15_04_32_14_572.jpg,0.0,1,0,30.18884
70,/content/IMG/center_2021_05_15_04_32_14_644.jpg,/content/IMG/left_2021_05_15_04_32_14_644.jpg,/content/IMG/right_2021_05_15_04_32_14_644.jpg,0.0,1,0,30.19003
71,/content/IMG/center_2021_05_15_04_32_14_716.jpg,/content/IMG/left_2021_05_15_04_32_14_716.jpg,/content/IMG/right_2021_05_15_04_32_14_716.jpg,0.0,1,0,30.19025
72,/content/IMG/center_2021_05_15_04_32_14_789.jpg,/content/IMG/left_2021_05_15_04_32_14_789.jpg,/content/IMG/right_2021_05_15_04_32_14_789.jpg,-0.2,1,0,30.18172
73,/content/IMG/center_2021_05_15_04_32_14_863.jpg,/content/IMG/left_2021_05_15_04_32_14_863.jpg,/content/IMG/right_2021_05_15_04_32_14_863.jpg,-0.4,1,0,30.15896
74,/content/IMG/center_2021_05_15_04_32_14_937.jpg,/content/IMG/left_2021_05_15_04_32_14_937.jpg,/content/IMG/right_2021_05_15_04_32_14_937.jpg,0.0,1,0,30.18903
75,/content/IMG/center_2021_05_15_04_32_15_023.jpg,/content/IMG/left_2021_05_15_04_32_15_023.jpg,/content/IMG/right_2021_05_15_04_32_15_023.jpg,0.0,1,0,30.18951
76,/content/IMG/center_2021_05_15_04_32_15_102.jpg,/content/IMG/left_2021_05_15_04_32_15_102.jpg,/content/IMG/right_2021_05_15_04_32_15_102.jpg,0.0,1,0,30.19025
77,/content/IMG/center_2021_05_15_04_32_15_174.jpg,/content/IMG/left_2021_05_15_04_32_15_174.jpg,/content/IMG/right_2021_05_15_04_32_15_174.jpg,-0.1,1,0,30.1885
78,/content/IMG/center_2021_05_15_04_32_15_250.jpg,/content/IMG/left_2021_05_15_04_32_15_250.jpg,/content/IMG/right_2021_05_15_04_32_15_250.jpg,-0.3,1,0,30.17037
79,/content/IMG/center_2021_05_15_04_32_15_325.jpg,/content/IMG/left_2021_05_15_04_32_15_325.jpg,/content/IMG/right_2021_05_15_04_32_15_325.jpg,0.0,1,0,30.1889
80,/content/IMG/center_2021_05_15_04_32_15_397.jpg,/content/IMG/left_2021_05_15_04_32_15_397.jpg,/content/IMG/right_2021_05_15_04_32_15_397.jpg,0.0,1,0,30.18968
81,/content/IMG/center_2021_05_15_04_32_15_471.jpg,/content/IMG/left_2021_05_15_04_32_15_471.jpg,/content/IMG/right_2021_05_15_04_32_15_471.jpg,0.0,1,0,30.1901
82,/content/IMG/center_2021_05_15_04_32_15_540.jpg,/content/IMG/left_2021_05_15_04_32_15_540.jpg,/content/IMG/right_2021_05_15_04_32_15_540.jpg,-0.05,1,0,30.19002
83,/content/IMG/center_2021_05_15_04_32_15_615.jpg,/content/IMG/left_2021_05_15_04_32_15_615.jpg,/content/IMG/right_2021_05_15_04_32_15_615.jpg,-0.2,1,0,30.18123
84,/content/IMG/center_2021_05_15_04_32_15_688.jpg,/content/IMG/left_2021_05_15_04_32_15_688.jpg,/content/IMG/right_2021_05_15_04_32_15_688.jpg,-0.4,1,0,30.15817
85,/content/IMG/center_2021_05_15_04_32_15_765.jpg,/content/IMG/left_2021_05_15_04_32_15_765.jpg,/content/IMG/right_2021_05_15_04_32_15_765.jpg,0.0,1,0,30.18903
86,/content/IMG/center_2021_05_15_04_32_15_845.jpg,/content/IMG/left_2021_05_15_04_32_15_845.jpg,/content/IMG/right_2021_05_15_04_32_15_845.jpg,0.0,1,0,30.19002
87,/content/IMG/center_2021_05_15_04_32_15_913.jpg,/content/IMG/left_2021_05_15_04_32_15_913.jpg,/content/IMG/right_2021_05_15_04_32_15_913.jpg,0.0,1,0,30.18989
88,/content/IMG/center_2021_05_15_04_32_15_993.jpg,/content/IMG/left_2021_05_15_04_32_15_993.jpg,/content/IMG/right_2021_05_15_04_32_15_993.jpg,0.0,1,0,30.19029
89,/content/IMG/center_2021_05_15_04_32_16_075.jpg,/content/IMG/left_2021_05_15_04_32_16_075.jpg,/content/IMG/right_2021_05_15_04_32_16_075.jpg,0.0,1,0,30.19029
90,/content/IMG/center_2021_05_15_04_32_16_154.jpg,/content/IMG/left_2021_05_15_04_32_16_154.jpg,/content/IMG/right_2021_05_15_04_32_16_154.jpg,-0.1,1,0,30.18786
91,/content/IMG/center_2021_05_15_04_32_16_234.jpg,/content/IMG/left_2021_05_15_04_32_16_234.jpg,/content/IMG/right_2021_05_15_04_32_16_234.jpg,-0.3,1,0,30.16947
92,/content/IMG/center_2021_05_15_04_32_16_311.jpg,/content/IMG/left_2021_05_15_04_32_16_311.jpg,/content/IMG/right_2021_05_15_04_32_16_311.jpg,0.0,1,0,30.1883
93,/content/IMG/center_2021_05_15_04_32_16_392.jpg,/content/IMG/left_2021_05_15_04_32_16_392.jpg,/content/IMG/right_2021_05_15_04_32_16_392.jpg,0.0,1,0,30.19
94,/content/IMG/center_2021_05_15_04_32_16_474.jpg,/content/IMG/left_2021_05_15_04_32_16_474.jpg,/content/IMG/right_2021_05_15_04_32_16_474.jpg,0.0,1,0,30.19023
95,/content/IMG/center_2021_05_15_04_32_16_545.jpg,/content/IMG/left_2021_05_15_04_32_16_545.jpg,/content/IMG/right_2021_05_15_04_32_16_545.jpg,0.0,1,0,30.19032
96,/content/IMG/center_2021_05_15_04_32_16_618.jpg,/content/IMG/left_2021_05_15_04_32_16_618.jpg,/content/IMG/right_2021_05_15_04_32_16_618.jpg,-0.1,1,0,30.18822
97,/content/IMG/center_2021_05_15_04_32_16_691.jpg,/content/IMG/left_2021_05_15_04_32_16_691.jpg,/content/IMG/right_2021_05_15_04_32_16_691.jpg,-0.25,1,0,30.17523
98,/content/IMG/center_2021_05_15_04_32_16_769.jpg,/content/IMG/left_2021_05_15_04_32_16_769.jpg,/content/IMG/right_2021_05_15_04_32_16_769.jpg,0.0,1,0,30.18147
99,/content/IMG/center_2021_05_15_04_32_16_854.jpg,/content/IMG/left_2021_05_15_04_32_16_854.jpg,/content/IMG/right_2021_05_15_04_32_16_854.jpg,0.0,1,0,30.18928
100,/content/IMG/center_2021_05_15_04_32_16_933.jpg,/content/IMG/left_2021_05_15_04_32_16_933.jpg,/content/IMG/right_2021_05_15_04_32_16_933.jpg,0.0,1,0,30.19015
101,/content/IMG/center_2021_05_15_04_32_17_017.jpg,/content/IMG/left_2021_05_15_04_32_17_017.jpg,/content/IMG/right_2021_05_15_04_32_17_017.jpg,0.0,1,0,30.1903
102,/content/IMG/center_2021_05_15_04_32_17_091.jpg,/content/IMG/left_2021_05_15_04_32_17_091.jpg,/content/IMG/right_2021_05_15_04_32_17_091.jpg,0.0,1,0,30.19029
103,/content/IMG/center_2021_05_15_04_32_17_166.jpg,/content/IMG/left_2021_05_15_04_32_17_166.jpg,/content/IMG/right_2021_05_15_04_32_17_166.jpg,0.0,1,0,30.1903
104,/content/IMG/center_2021_05_15_04_32_17_244.jpg,/content/IMG/left_2021_05_15_04_32_17_244.jpg,/content/IMG/right_2021_05_15_04_32_17_244.jpg,0.0,1,0,30.19031
105,/content/IMG/center_2021_05_15_04_32_17_319.jpg,/content/IMG/left_2021_05_15_04_32_17_319.jpg,/content/IMG/right_2021_05_15_04_32_17_319.jpg,0.0,1,0,30.19057
106,/content/IMG/center_2021_05_15_04_32_17_398.jpg,/content/IMG/left_2021_05_15_04_32_17_398.jpg,/content/IMG/right_2021_05_15_04_32_17_398.jpg,0.0,1,0,30.19017
107,/content/IMG/center_2021_05_15_04_32_17_473.jpg,/content/IMG/left_2021_05_15_04_32_17_473.jpg,/content/IMG/right_2021_05_15_04_32_17_473.jpg,0.0,1,0,30.19021
108,/content/IMG/center_2021_05_15_04_32_17_541.jpg,/content/IMG/left_2021_05_15_04_32_17_541.jpg,/content/IMG/right_2021_05_15_04_32_17_541.jpg,0.0,1,0,30.18853
109,/content/IMG/center_2021_05_15_04_32_17_613.jpg,/content/IMG/left_2021_05_15_04_32_17_613.jpg,/content/IMG/right_2021_05_15_04_32_17_613.jpg,0.0,1,0,30.19094
110,/content/IMG/center_2021_05_15_04_32_17_686.jpg,/content/IMG/left_2021_05_15_04_32_17_686.jpg,/content/IMG/right_2021_05_15_04_32_17_686.jpg,0.0,1,0,30.19019
111,/content/IMG/center_2021_05_15_04_32_17_766.jpg,/content/IMG/left_2021_05_15_04_32_17_766.jpg,/content/IMG/right_2021_05_15_04_32_17_766.jpg,0.0,1,0,30.18897
112,/content/IMG/center_2021_05_15_04_32_17_835.jpg,/content/IMG/left_2021_05_15_04_32_17_835.jpg,/content/IMG/right_2021_05_15_04_32_17_835.jpg,-0.05,1,0,30.18975
113,/content/IMG/center_2021_05_15_04_32_17_902.jpg,/content/IMG/left_2021_05_15_04_32_17_902.jpg,/content/IMG/right_2021_05_15_04_32_17_902.jpg,-0.25,1,0,30.17458
114,/content/IMG/center_2021_05_15_04_32_17_985.jpg,/content/IMG/left_2021_05_15_04_32_17_985.jpg,/content/IMG/right_2021_05_15_04_32_17_985.jpg,0.0,1,0,30.19008
115,/content/IMG/center_2021_05_15_04_32_18_067.jpg,/content/IMG/left_2021_05_15_04_32_18_067.jpg,/content/IMG/right_2021_05_15_04_32_18_067.jpg,0.0,1,0,30.18986
116,/content/IMG/center_2021_05_15_04_32_18_137.jpg,/content/IMG/left_2021_05_15_04_32_18_137.jpg,/content/IMG/right_2021_05_15_04_32_18_137.jpg,-0.1,1,0,30.18912
117,/content/IMG/center_2021_05_15_04_32_18_205.jpg,/content/IMG/left_2021_05_15_04_32_18_205.jpg,/content/IMG/right_2021_05_15_04_32_18_205.jpg,-0.25,1,0,30.17709
118,/content/IMG/center_2021_05_15_04_32_18_278.jpg,/content/IMG/left_2021_05_15_04_32_18_278.jpg,/content/IMG/right_2021_05_15_04_32_18_278.jpg,-0.45,1,0,30.15326
119,/content/IMG/center_2021_05_15_04_32_18_350.jpg,/content/IMG/left_2021_05_15_04_32_18_350.jpg,/content/IMG/right_2021_05_15_04_32_18_350.jpg,0.0,1,0,30.18523
120,/content/IMG/center_2021_05_15_04_32_18_431.jpg,/content/IMG/left_2021_05_15_04_32_18_431.jpg,/content/IMG/right_2021_05_15_04_32_18_431.jpg,0.0,1,0,30.189
121,/content/IMG/center_2021_05_15_04_32_18_511.jpg,/content/IMG/left_2021_05_15_04_32_18_511.jpg,/content/IMG/right_2021_05_15_04_32_18_511.jpg,0.0,1,0,30.19003
122,/content/IMG/center_2021_05_15_04_32_18_598.jpg,/content/IMG/left_2021_05_15_04_32_18_598.jpg,/content/IMG/right_2021_05_15_04_32_18_598.jpg,0.0,1,0,30.19029
123,/content/IMG/center_2021_05_15_04_32_18_676.jpg,/content/IMG/left_2021_05_15_04_32_18_676.jpg,/content/IMG/right_2021_05_15_04_32_18_676.jpg,-0.1,1,0,30.18833
124,/content/IMG/center_2021_05_15_04_32_18_750.jpg,/content/IMG/left_2021_05_15_04_32_18_750.jpg,/content/IMG/right_2021_05_15_04_32_18_750.jpg,-0.3,1,0,30.16974
125,/content/IMG/center_2021_05_15_04_32_18_821.jpg,/content/IMG/left_2021_05_15_04_32_18_821.jpg,/content/IMG/right_2021_05_15_04_32_18_821.jpg,0.0,1,0,30.18995
126,/content/IMG/center_2021_05_15_04_32_18_898.jpg,/content/IMG/left_2021_05_15_04_32_18_898.jpg,/content/IMG/right_2021_05_15_04_32_18_898.jpg,0.0,1,0,30.1902
127,/content/IMG/center_2021_05_15_04_32_18_978.jpg,/content/IMG/left_2021_05_15_04_32_18_978.jpg,/content/IMG/right_2021_05_15_04_32_18_978.jpg,0.0,1,0,30.19027
128,/content/IMG/center_2021_05_15_04_32_19_055.jpg,/content/IMG/left_2021_05_15_04_32_19_055.jpg,/content/IMG/right_2021_05_15_04_32_19_055.jpg,0.0,1,0,30.19028
129,/content/IMG/center_2021_05_15_04_32_19_130.jpg,/content/IMG/left_2021_05_15_04_32_19_130.jpg,/content/IMG/right_2021_05_15_04_32_19_130.jpg,-0.2,1,0,30.18037
130,/content/IMG/center_2021_05_15_04_32_19_205.jpg,/content/IMG/left_2021_05_15_04_32_19_205.jpg,/content/IMG/right_2021_05_15_04_32_19_205.jpg,0.0,1,0,30.18326
131,/content/IMG/center_2021_05_15_04_32_19_276.jpg,/content/IMG/left_2021_05_15_04_32_19_276.jpg,/content/IMG/right_2021_05_15_04_32_19_276.jpg,0.0,1,0,30.18955
132,/content/IMG/center_2021_05_15_04_32_19_350.jpg,/content/IMG/left_2021_05_15_04_32_19_350.jpg,/content/IMG/right_2021_05_15_04_32_19_350.jpg,0.0,1,0,30.19013
133,/content/IMG/center_2021_05_15_04_32_19_426.jpg,/content/IMG/left_2021_05_15_04_32_19_426.jpg,/content/IMG/right_2021_05_15_04_32_19_426.jpg,-0.2,1,0,30.18207
134,/content/IMG/center_2021_05_15_04_32_19_505.jpg,/content/IMG/left_2021_05_15_04_32_19_505.jpg,/content/IMG/right_2021_05_15_04_32_19_505.jpg,0.0,1,0,30.19013
135,/content/IMG/center_2021_05_15_04_32_19_579.jpg,/content/IMG/left_2021_05_15_04_32_19_579.jpg,/content/IMG/right_2021_05_15_04_32_19_579.jpg,0.0,1,0,30.19034
136,/content/IMG/center_2021_05_15_04_32_19_647.jpg,/content/IMG/left_2021_05_15_04_32_19_647.jpg,/content/IMG/right_2021_05_15_04_32_19_647.jpg,0.0,1,0,30.19027
137,/content/IMG/center_2021_05_15_04_32_19_721.jpg,/content/IMG/left_2021_05_15_04_32_19_721.jpg,/content/IMG/right_2021_05_15_04_32_19_721.jpg,0.0,1,0,30.1903
138,/content/IMG/center_2021_05_15_04_32_19_797.jpg,/content/IMG/left_2021_05_15_04_32_19_797.jpg,/content/IMG/right_2021_05_15_04_32_19_797.jpg,0.0,1,0,30.19033
139,/content/IMG/center_2021_05_15_04_32_19_871.jpg,/content/IMG/left_2021_05_15_04_32_19_871.jpg,/content/IMG/right_2021_05_15_04_32_19_871.jpg,0.0,1,0,30.19032
